pincode,city,avg_rainfall,heavy_rain_days,avg_wind_speed,avg_pressure,storm_days,avg_aqi,disruption_frequency_score,cluster,zone_risk_tier
551574,Delhi,-14.39,2,16.61,1005.54,2,92.29,0.4434292662853873,0,2
160718,Hyderabad,9.82,6,14.74,1014.77,0,88.95,0.4434299855688884,0,2
562543,Chennai,5.12,16,19.33,1006.58,5,70.63,0.4434579435897777,1,2
165046,Bengaluru,-21.4,0,14.93,1016.17,1,95.96,0.4434868186533425,0,2
576086,Bengaluru,11.36,11,18.24,1014.66,3,79.31,0.4435266990404413,1,2
315477,Bengaluru,7.81,0,19.8,1013.33,0,96.99,0.4436114982091065,0,2
166287,Ahmedabad,20.05,5,18.23,1012.95,3,87.33,0.4436438614472571,1,2
532699,Ahmedabad,-10.23,11,16.04,1012.74,0,82.33,0.4436440282719632,0,2
946803,Jaipur,1.4,9,18.97,1005.44,1,84.0,0.4436696447386243,1,2
708299,Delhi,2.71,5,11.22,1010.45,0,90.34,0.4436862257406347,0,2
322423,Jaipur,2.2,5,18.03,1007.98,0,90.34,0.4436888364401884,0,2
384815,Jaipur,-7.18,3,9.78,1014.53,2,91.01,0.4437038270733592,0,2
172274,Ahmedabad,21.38,12,12.63,1007.24,4,77.02,0.443743568275906,1,2
810687,Hyderabad,-1.56,1,15.78,1006.46,0,95.69,0.4437475251293252,0,2
424065,Hyderabad,2.6,8,12.66,1011.35,0,86.36,0.4437742255384247,0,2
400384,Hyderabad,11.0,5,17.25,1012.24,0,90.36,0.4437752940449379,0,2
275526,Pune,-2.08,2,20.8,1008.28,0,94.36,0.4437765764111918,0,2
620039,Pune,-10.84,0,15.06,1007.18,0,97.03,0.4437878858237987,0,2
151470,Chennai,-5.58,6,20.4,1006.52,5,84.03,0.4437913854435064,1,2
988528,Hyderabad,4.38,5,16.9,1009.51,1,89.39,0.4438862608696555,0,2
184216,Jaipur,21.09,0,20.29,1004.48,0,97.05,0.4438958285367745,0,2
369826,Hyderabad,-1.98,0,15.33,1013.91,0,97.07,0.4439795588319579,0,2
631553,Chennai,-0.22,10,19.43,1004.41,1,82.74,0.4439813814021904,1,2
983326,Delhi,-1.11,2,18.2,1006.81,0,94.41,0.4439907641061069,0,2
241003,Chennai,4.29,17,21.16,1004.5,2,72.41,0.4439913707024742,1,2
172933,Lucknow,4.48,2,15.34,1006.34,0,94.41,0.4439978941773334,0,2
125905,Hyderabad,11.93,1,17.91,1008.64,0,95.74,0.4440048102667925,0,2
830897,Lucknow,18.47,2,21.73,1009.45,1,93.41,0.4440106620490952,0,2
464825,Bengaluru,12.83,11,18.08,1011.26,4,78.43,0.4440683415141026,1,2
517643,Bengaluru,7.22,3,23.15,1010.37,0,93.1,0.4440951317438419,0,2
585854,Kolkata,-2.74,4,16.33,1008.47,0,91.77,0.4441107749138714,0,2
132047,Kolkata,7.44,0,19.45,1004.49,3,94.11,0.4441280109428441,0,2
294969,Hyderabad,17.31,0,16.72,1013.52,0,97.12,0.444203020155868,0,2
325230,Kolkata,-2.7,6,15.71,1003.46,1,88.12,0.4442084770926141,0,2
583671,Bengaluru,4.72,0,19.17,1008.45,1,96.13,0.4442244683760565,0,2
735388,Chennai,-3.48,8,13.9,1012.45,6,80.46,0.4442403240851303,1,2
215233,Delhi,-8.71,4,20.14,1006.86,4,87.8,0.4442436344100276,1,2
800007,Lucknow,41.42,8,9.22,1016.16,3,83.49,0.4443512076218975,1,2
751051,Delhi,12.56,0,17.09,1011.12,0,97.15,0.444352815566063,0,2
571413,Pune,-6.89,0,18.12,1010.3,2,95.16,0.4443731455599882,0,2
952117,Bengaluru,5.58,8,16.66,1010.64,2,84.5,0.4444087099065683,1,2
202988,Delhi,14.69,0,12.47,1004.57,0,97.18,0.4444905228038209,0,2
258727,Bengaluru,14.7,6,19.24,1007.17,1,88.19,0.444504015536852,0,2
911414,Kolkata,3.22,10,15.53,1009.73,0,83.86,0.4445519727924024,0,2
147939,Ahmedabad,-4.32,0,15.11,1005.46,2,95.2,0.4445779820230011,0,2
536548,Delhi,1.92,2,17.17,1005.34,0,94.55,0.4446230349304845,0,2
192337,Delhi,12.71,0,14.28,1014.18,0,97.23,0.4447023731044354,0,2
517568,Hyderabad,-4.46,4,16.94,1006.16,2,89.91,0.444742272450056,0,2
138669,Pune,-9.9,0,18.23,1010.97,0,97.24,0.4447631162132525,0,2
174316,Bengaluru,8.26,10,12.81,1012.03,0,83.91,0.4447732563388468,0,2
251074,Delhi,4.77,0,13.1,1009.09,0,97.26,0.4448552427532983,0,2
476167,Bengaluru,21.1,8,19.99,1008.78,0,86.6,0.4448586790996474,1,2
264686,Ahmedabad,-1.42,12,15.64,1011.76,3,78.29,0.4449541991001883,1,2
536158,Chennai,-3.84,10,14.49,1004.76,5,78.95,0.4449544186206446,1,2
442027,Pune,-16.9,1,14.84,1012.52,2,93.96,0.4449859354019724,0,2
535612,Pune,4.19,5,16.8,1010.32,0,90.64,0.4450704459471089,0,2
479781,Kolkata,14.4,2,12.46,1004.03,1,93.65,0.4450855556368743,0,2
935471,Bengaluru,1.14,3,15.39,1015.23,2,91.32,0.4451250621810341,0,2
858414,Jaipur,15.71,0,15.83,1012.08,0,97.34,0.4451995479065964,0,2
468591,Pune,-9.45,2,13.99,1006.21,0,94.67,0.4452047200190962,0,2
835381,Bengaluru,-1.68,3,12.96,1010.34,0,93.34,0.4452199639976348,0,2
759868,Kolkata,-7.36,13,17.44,1009.68,1,79.02,0.4452464297152021,1,2
464158,Jaipur,4.52,0,11.95,1013.4,1,96.36,0.4452850736051425,0,2
526170,Bengaluru,9.56,0,19.7,1012.83,1,96.36,0.4452899869275447,0,2
923532,Delhi,-10.14,5,18.62,1008.84,0,90.69,0.445298777434624,0,2
895034,Pune,1.12,0,18.19,1011.54,2,95.38,0.4453695979399419,0,2
192296,Lucknow,0.06,8,15.17,1010.43,0,86.72,0.4453949887113155,0,2
825423,Delhi,-6.19,5,14.88,1010.16,0,90.72,0.4454280109645622,0,2
581206,Delhi,-9.38,4,16.0,1005.39,0,92.06,0.4454340729332491,0,2
141319,Jaipur,-7.47,8,13.2,1006.86,1,85.73,0.4454423510872234,0,2
999488,Lucknow,-5.97,3,11.87,1007.99,5,88.39,0.4454529837251342,0,2
145767,Kolkata,-1.57,0,13.33,1011.62,1,96.4,0.4454591437738294,0,2
605382,Jaipur,4.91,0,15.47,1008.91,0,97.4,0.4454716237936164,0,2
979789,Bengaluru,2.7,7,24.19,1005.17,2,86.07,0.4454924354693275,1,2
901577,Pune,28.19,3,11.09,1008.76,0,93.4,0.4454950867511452,0,2
677086,Kolkata,9.43,10,15.94,1005.3,1,83.07,0.4454984408118956,1,2
725726,Kolkata,23.06,8,13.29,1009.49,2,84.74,0.4455219365840274,1,2
258157,Kolkata,2.12,17,15.75,1007.83,0,74.75,0.4455692266004751,1,2
483713,Kolkata,20.98,13,16.62,1014.87,0,80.1,0.4456369850312943,1,2
146784,Jaipur,7.49,0,12.07,1013.77,3,94.44,0.4456557025913236,0,2
908206,Bengaluru,4.59,2,22.78,1014.98,0,94.79,0.4457135729204067,0,2
710948,Lucknow,-9.77,8,18.06,1006.52,0,86.8,0.4457670419336116,0,2
620248,Bengaluru,-3.03,5,21.08,1010.58,0,90.82,0.4458536269601135,0,2
974625,Delhi,-9.47,0,20.42,1005.2,0,97.49,0.4458857437042782,0,2
494322,Hyderabad,6.19,0,13.44,1011.41,0,97.49,0.4458907187267136,0,2
258477,Hyderabad,16.25,11,12.55,1010.35,0,82.82,0.4458922930650138,0,2
592738,Lucknow,2.11,1,14.35,1009.33,0,96.16,0.4459243919252611,0,2
636561,Delhi,-3.39,0,16.11,1011.88,0,97.5,0.4459308650166697,0,2
507290,Delhi,0.14,3,19.04,1011.76,0,93.52,0.4460174069294067,0,2
615633,Pune,16.79,0,17.95,1011.85,0,97.52,0.4460200382950963,0,2
221703,Bengaluru,2.75,2,21.58,1010.88,0,94.86,0.4460353771816881,0,2
975671,Ahmedabad,-8.61,16,14.76,1008.93,1,75.2,0.4460653090622652,1,2
478411,Jaipur,-17.42,4,20.8,1007.68,0,92.22,0.4461693911691333,0,2
431535,Kolkata,2.18,8,10.7,1010.5,0,86.89,0.4462043801624642,0,2
332518,Delhi,0.35,0,15.83,1012.68,0,97.56,0.4462284325862069,0,2
381433,Delhi,14.94,6,14.33,1013.4,0,89.56,0.4462297664245517,0,2
151413,Kolkata,6.49,14,19.44,1008.74,0,78.9,0.4462462225863532,1,2
277820,Hyderabad,24.99,0,12.52,1006.83,0,97.57,0.4462616958387543,0,2
858729,Hyderabad,4.8,6,15.5,1007.74,0,89.61,0.446417368704777,0,2
255528,Kolkata,-9.9,1,18.19,1007.12,0,96.28,0.446472458906364,0,2
356787,Hyderabad,-5.79,1,16.45,1012.59,0,96.29,0.4464835460741801,0,2
216308,Hyderabad,6.11,0,12.63,1001.33,0,97.62,0.4465045204151122,0,2
700383,Kolkata,12.35,10,14.67,1006.6,2,82.31,0.4465685411428002,1,2
332881,Bengaluru,2.21,6,18.71,1010.04,1,88.65,0.4466161854104086,0,2
516224,Kolkata,9.19,0,20.13,1011.45,0,97.67,0.446693614849924,0,2
592025,Ahmedabad,17.81,18,12.79,1012.01,2,71.67,0.4467219774959868,1,2
430463,Hyderabad,11.0,4,18.24,1011.1,0,92.34,0.4467353280830097,0,2
908577,Delhi,-9.33,1,19.51,1011.46,0,96.35,0.4467641047768729,0,2
154617,Jaipur,-6.79,2,15.89,1006.29,0,95.02,0.4467713598833041,0,2
698384,Kolkata,12.5,0,16.31,1010.91,3,94.69,0.4468216821649038,0,2
488368,Hyderabad,10.93,0,18.19,1007.25,0,97.7,0.4468296372342426,0,2
790658,Chennai,0.92,14,20.89,1006.8,4,75.04,0.4468638965083838,1,2
133796,Kolkata,4.39,11,14.28,1003.54,0,83.05,0.4469080547148088,0,2
989265,Chennai,6.12,5,19.32,1013.1,5,86.05,0.4469081183349457,1,2
780233,Hyderabad,-4.06,2,15.49,1015.0,0,95.05,0.4469237616628261,0,2
114338,Delhi,5.54,1,18.75,1008.71,0,96.39,0.4469414260402116,0,2
153015,Jaipur,-3.2,8,18.36,1005.88,1,86.09,0.4471138746555738,0,2
573869,Pune,6.63,0,20.26,1008.16,2,95.76,0.4471243786556659,0,2
818699,Jaipur,6.17,3,11.96,1006.02,3,90.76,0.4471330149835296,0,2
329659,Delhi,-7.27,0,15.98,1009.67,0,97.77,0.4471539697693515,0,2
702733,Ahmedabad,10.6,12,10.81,1011.69,4,77.78,0.447222224970939,1,2
846454,Kolkata,14.21,7,17.0,1000.59,1,87.45,0.4472368089248599,1,2
934638,Kolkata,1.87,7,12.83,1011.66,0,88.46,0.4472726740884684,0,2
490963,Delhi,7.36,6,17.94,1009.4,1,88.8,0.4473252873386418,0,2
376195,Lucknow,2.16,8,13.72,1005.72,0,87.15,0.4473836808751525,0,2
264404,Kolkata,10.94,6,17.25,1007.96,1,88.86,0.447589712495068,0,2
534061,Kolkata,-5.5,11,11.92,1007.21,1,82.21,0.4476357058544458,0,2
465962,Jaipur,3.04,0,12.87,1009.11,3,94.87,0.4476463119602454,0,2
156215,Jaipur,3.08,1,12.34,1009.23,0,96.55,0.4476877137165826,0,2
641975,Bengaluru,-10.75,3,18.93,1009.39,0,93.89,0.447715514991904,0,2
782535,Kolkata,15.05,8,10.39,1009.17,1,86.22,0.4477184810576025,0,2
661894,Kolkata,14.92,2,17.43,1006.51,2,93.24,0.4477988342420226,0,2
864752,Pune,1.34,12,18.04,1003.47,5,76.92,0.4478637478798687,1,2
514798,Delhi,-7.19,0,14.92,1012.28,1,96.92,0.4478684329496347,0,2
607868,Kolkata,-5.49,5,9.34,1009.32,1,90.27,0.4479276046607736,0,2
993473,Hyderabad,17.43,0,13.13,1007.31,0,97.95,0.4479956075949562,0,2
428993,Lucknow,-0.37,4,16.47,1007.35,0,92.64,0.4481141877711668,0,2
499941,Delhi,11.38,0,15.46,1013.25,0,97.98,0.4481173716640317,0,2
512042,Pune,-10.74,4,13.55,1012.46,2,90.65,0.4481269651645722,0,2
260639,Bengaluru,3.13,7,20.52,1012.3,0,88.65,0.4481668250645396,0,2
991737,Chennai,-11.33,14,20.59,1005.44,3,76.32,0.4481714067715501,1,2
929683,Bengaluru,8.97,0,24.28,1006.45,1,96.99,0.4481798848442505,0,2
785111,Jaipur,-15.51,0,16.87,1009.96,5,93.0,0.4482017078887816,0,2
768387,Pune,-0.61,0,17.03,1010.86,0,98.0,0.4482194497373233,0,2
437902,Hyderabad,19.18,0,18.49,1010.73,0,98.01,0.4482459876499683,0,2
618119,Kolkata,-16.13,7,13.04,1009.59,0,88.67,0.4482502496731858,0,2
305047,Ahmedabad,9.03,18,18.87,1005.57,2,72.01,0.4482861344097288,1,2
208584,Lucknow,4.41,0,13.33,1008.03,0,98.02,0.4482906320934819,0,2
814919,Kolkata,17.07,7,11.82,1007.0,0,88.69,0.4483227347031883,0,2
862285,Hyderabad,-1.94,7,13.52,1010.37,0,88.69,0.4483424422054704,0,2
119989,Kolkata,-4.41,11,15.46,1009.77,0,83.37,0.4483901129713309,0,2
921021,Kolkata,-0.24,13,16.59,1012.09,0,80.7,0.4483949734008853,0,2
986278,Lucknow,5.83,0,15.05,1005.15,0,98.04,0.4484070604861309,0,2
898462,Delhi,1.53,0,15.6,1009.94,0,98.04,0.4484137274837805,0,2
649435,Pune,-2.11,4,19.62,1012.12,0,92.73,0.4485051916811285,0,2
320039,Delhi,-0.24,2,21.27,1008.09,3,92.41,0.4485569024919896,0,2
898461,Delhi,6.72,0,9.17,1007.89,0,98.08,0.4485698112865643,0,2
562806,Lucknow,2.18,2,13.45,1011.07,0,95.41,0.448589406258731,0,2
573866,Pune,-0.71,2,22.38,1015.01,0,95.42,0.4486167399569329,0,2
817611,Delhi,-9.02,0,11.31,1007.16,0,98.1,0.448656634827548,0,2
531694,Lucknow,27.58,0,11.83,1008.06,0,98.1,0.4486857009230376,0,2
607774,Kolkata,3.75,8,11.29,1003.6,1,86.44,0.4487011820756392,0,2
302177,Hyderabad,-2.85,0,10.61,1006.63,0,98.12,0.4487551528163847,0,2
308376,Bengaluru,-8.49,3,15.7,1015.11,0,94.13,0.4488361487502778,0,2
774567,Jaipur,-21.41,0,13.54,1015.81,0,98.14,0.4488603357343126,0,2
459315,Lucknow,7.88,5,14.91,1008.02,0,91.49,0.4489579094878734,0,2
243790,Lucknow,2.82,0,17.23,1012.26,0,98.16,0.44896594661057,0,2
187889,Pune,-2.1,11,19.33,1014.82,0,83.5,0.4489957329374853,0,2
640659,Bengaluru,-11.28,4,13.74,1011.77,3,89.85,0.449038487640545,0,2
531228,Hyderabad,8.2,2,15.88,1010.46,0,95.52,0.4490617960646698,0,2
488028,Kolkata,17.45,3,11.27,1009.47,0,94.19,0.449101564309997,0,2
926730,Hyderabad,-7.18,4,12.36,1005.21,1,91.86,0.4491167627334749,0,2
209627,Kolkata,10.69,12,9.35,1006.85,2,80.2,0.4491261806724419,1,2
803571,Lucknow,-5.2,0,16.63,1011.89,1,97.2,0.4491479887761128,0,2
861253,Kolkata,0.8,4,14.58,1009.85,3,89.87,0.4491720676198341,0,2
837520,Hyderabad,0.7,2,13.98,1012.42,0,95.55,0.4491919687901828,0,2
813013,Kolkata,7.13,9,15.64,1011.6,0,86.21,0.4491939516485645,0,2
870786,Delhi,2.14,4,17.47,1010.73,2,90.89,0.4492317452708524,0,2
338596,Bengaluru,-15.73,4,19.09,1010.58,1,91.89,0.4492323511708045,0,2
459946,Pune,2.61,7,16.33,1009.38,1,87.89,0.4492384540597969,0,2
662986,Jaipur,5.07,0,22.42,1010.92,3,95.23,0.4492833174830121,0,2
137812,Bengaluru,11.33,7,18.94,1010.44,2,86.91,0.4493375855940308,1,2
561694,Delhi,6.97,5,23.87,1008.28,1,90.58,0.4493499488244497,0,2
225701,Hyderabad,5.52,0,17.13,1008.32,0,98.25,0.4493854632109547,0,2
700067,Hyderabad,1.1,5,13.65,1012.39,0,91.59,0.4494010637253586,0,2
192055,Jaipur,4.6,0,13.99,1007.71,1,97.26,0.4494261242523714,0,2
382507,Bengaluru,1.01,5,19.48,1012.53,0,91.6,0.4494292130650658,0,2
758589,Pune,-8.82,0,16.4,1008.64,0,98.26,0.4494312682972325,0,2
260053,Jaipur,11.87,3,14.98,1011.08,0,94.27,0.449436862973612,0,2
132146,Lucknow,-4.89,5,15.61,1008.06,1,90.61,0.4494738335886746,0,2
807617,Lucknow,11.39,8,16.41,1006.76,1,86.61,0.4494984627888345,1,2
961574,Bengaluru,1.95,6,19.13,1008.04,0,90.29,0.4495532886097997,0,2
246583,Ahmedabad,3.14,5,10.87,1004.52,2,89.63,0.4495965005165035,0,2
313068,Chennai,-4.82,11,20.14,1007.8,2,81.66,0.4496987020951472,1,2
643899,Bengaluru,1.72,1,17.78,1012.84,1,96.0,0.4497277823470951,0,2
729718,Kolkata,10.97,6,13.19,1003.79,2,88.34,0.4497629098490022,0,2
483162,Kolkata,6.71,0,16.54,1006.61,3,95.34,0.449768047156867,0,2
543940,Ahmedabad,-8.87,17,8.85,1010.98,0,75.67,0.4497747509460849,0,2
114892,Delhi,10.43,1,12.83,1012.47,0,97.02,0.4498388725609743,0,2
800280,Hyderabad,13.73,3,18.32,1011.33,1,93.36,0.4498734786985202,0,2
297370,Delhi,-8.38,3,16.61,1008.02,3,91.36,0.4498748730358189,0,2
692354,Kolkata,24.56,9,13.3,1006.56,0,86.37,0.4499339076003636,0,2
252200,Delhi,-7.65,6,18.95,1008.63,0,90.38,0.4499638234651025,0,2
666432,Pune,3.19,0,12.33,1003.92,2,96.38,0.4499659734206498,0,2
237002,Chennai,-4.65,10,14.26,1006.86,1,84.05,0.4499692368658661,0,2
644500,Delhi,-8.64,5,19.35,1007.42,0,91.72,0.4499705800181547,0,2
462544,Jaipur,12.48,4,15.17,1010.6,0,93.05,0.4499733673818523,0,2
608993,Hyderabad,-25.83,3,16.38,1004.82,0,94.39,0.4499975638165698,0,2
177680,Kolkata,14.73,0,14.88,1008.34,2,96.39,0.4500008975853919,0,2
620856,Lucknow,-4.55,12,17.65,1012.26,0,82.39,0.4500049087736099,0,2
863587,Bengaluru,-3.54,1,23.84,1008.91,0,97.06,0.4500174978604538,0,2
654640,Delhi,9.02,3,17.31,1014.71,0,94.41,0.4500779258103525,0,2
561097,Ahmedabad,8.79,8,13.9,1009.74,3,84.76,0.4501629152472553,1,2
973390,Chennai,5.92,14,19.77,1011.88,5,74.76,0.4501689422979543,1,2
805000,Hyderabad,-0.45,9,10.88,1005.09,0,86.43,0.4501995017454839,0,2
943797,Jaipur,3.73,8,15.47,1008.17,1,86.77,0.4502106628654245,0,2
767678,Lucknow,7.07,0,16.57,1003.5,0,98.44,0.4502257521533601,0,2
690500,Chennai,11.42,8,21.52,1007.15,4,83.78,0.4502721531157549,1,2
931161,Jaipur,2.89,0,13.13,1010.69,2,96.46,0.450305835161944,0,2
144618,Jaipur,-6.1,3,18.3,1008.92,2,92.46,0.4503092424899843,0,2
461551,Delhi,-4.39,0,14.9,1006.8,0,98.47,0.4503483603945069,0,2
961613,Kolkata,9.44,5,11.43,1007.17,0,91.81,0.4504146400688831,0,2
210665,Jaipur,-7.71,5,15.83,1011.15,0,91.81,0.4504162396762488,0,2
501557,Ahmedabad,-13.4,10,13.02,1009.08,6,79.15,0.4504174470674491,1,2
685196,Kolkata,-3.75,0,18.42,1005.75,1,97.49,0.4504566844045792,0,2
257131,Jaipur,-4.5,0,14.97,1012.63,1,97.5,0.4505123832818253,0,2
157174,Ahmedabad,6.77,6,16.95,1007.73,4,86.51,0.4505558812877418,1,2
663628,Delhi,11.57,5,18.51,1012.13,0,91.85,0.450565600112564,0,2
347231,Kolkata,10.46,6,13.79,1011.24,0,90.53,0.4506490776346423,0,2
699929,Hyderabad,3.49,0,12.99,1005.45,3,95.53,0.4506524629305958,0,2
396882,Delhi,5.64,6,16.73,1007.58,0,90.54,0.4506965239993903,0,2
834061,Kolkata,6.16,8,16.72,1010.54,1,86.88,0.4507063489115313,0,2
475911,Lucknow,8.06,3,13.72,1012.12,1,93.55,0.4507178393469203,0,2
160144,Jaipur,23.07,3,16.83,1009.8,3,91.55,0.4507527354231103,0,2
727354,Kolkata,15.58,6,16.54,1004.99,1,89.56,0.4507867241909764,0,2
499974,Bengaluru,10.78,0,13.81,1012.35,0,98.57,0.4508053821279132,0,2
535604,Pune,-7.46,0,11.53,1005.2,2,96.58,0.4508599580437085,0,2
944264,Lucknow,7.31,3,17.36,1008.86,0,94.58,0.4508600897099882,0,2
240829,Delhi,-2.94,8,17.87,1012.53,0,87.91,0.4508610297674794,0,2
943442,Hyderabad,-18.83,0,10.11,1010.24,0,98.58,0.4508955251579944,0,2
785672,Pune,3.09,11,17.56,1008.93,0,83.93,0.4509281947045737,1,2
551504,Hyderabad,10.16,0,14.11,1008.88,1,97.6,0.4509479886932434,0,2
311383,Kolkata,-1.64,11,14.57,1004.66,1,82.94,0.450984476791754,0,2
168652,Kolkata,13.57,2,15.3,1006.1,0,95.94,0.4510112478173366,0,2
874568,Pune,5.46,9,22.43,1014.51,1,85.62,0.4510439138786488,1,2
290802,Ahmedabad,-1.77,13,15.9,1014.18,2,79.29,0.4510867626538699,1,2
778159,Kolkata,0.84,8,10.58,1013.62,2,85.96,0.4511054921178247,0,2
935981,Kolkata,-14.92,0,16.24,1006.91,2,96.63,0.4511178467458314,0,2
958130,Delhi,19.03,3,14.58,1007.74,0,94.64,0.4511317977368098,0,2
753064,Ahmedabad,9.09,14,16.66,1006.13,2,77.97,0.451137020798107,1,2
773088,Lucknow,20.47,6,20.2,1010.32,1,89.64,0.4511479358893311,1,2
645617,Hyderabad,10.62,0,16.8,1006.91,0,98.65,0.4511757349361335,0,2
382146,Jaipur,9.92,4,13.58,1012.19,0,93.31,0.4511851857870326,0,2
950069,Kolkata,-5.9,9,16.43,1005.9,2,84.66,0.4512425631012108,0,2
528361,Kolkata,-1.59,0,9.29,1009.25,0,98.67,0.451287977585698,0,2
352249,Kolkata,23.42,10,16.31,1004.68,0,85.35,0.4513337341637204,1,2
882351,Chennai,3.71,14,16.38,1010.06,4,76.02,0.4513628165269856,1,2
599135,Jaipur,-23.61,2,20.03,1012.0,3,93.02,0.4513840177434696,0,2
896907,Bengaluru,-0.96,8,16.09,1010.28,3,85.03,0.451428121308091,0,2
511707,Bengaluru,8.09,0,17.04,1015.0,0,98.71,0.4514653449305494,0,2
495303,Delhi,-4.52,9,13.68,1008.34,0,86.72,0.4515068755507178,0,2
758452,Hyderabad,7.13,5,12.18,1012.45,0,92.06,0.4515291835930212,0,2
741055,Hyderabad,-14.02,7,13.89,1011.31,0,89.39,0.4515490051501067,0,2
309612,Pune,-7.32,1,17.27,1009.37,1,96.4,0.4515667851664395,0,2
339303,Hyderabad,10.31,5,20.64,1009.0,0,92.07,0.4515710672074071,0,2
778827,Chennai,4.3,9,14.86,1009.23,1,85.73,0.4515796534817606,0,2
693297,Delhi,0.88,0,8.88,1008.13,1,97.74,0.4515911241889161,0,2
315173,Delhi,3.4,3,17.64,1016.43,2,92.75,0.4516703033221831,0,2
778553,Jaipur,-6.47,4,13.14,1009.8,0,93.43,0.4517190995785932,0,2
479742,Delhi,-2.58,3,15.32,1012.6,0,94.77,0.4517338880674348,0,2
546815,Lucknow,-5.3,1,17.94,1014.16,2,95.44,0.4517804255467392,0,2
166938,Ahmedabad,13.49,18,17.34,1007.68,0,74.78,0.4517966943613524,1,2
969226,Delhi,17.01,5,15.68,1006.19,1,91.12,0.4518007570074008,0,2
352422,Kolkata,-7.5,0,12.66,1009.97,1,97.78,0.4518021711405732,0,2
283869,Delhi,-15.87,0,18.36,1003.85,4,94.79,0.451816766017288,0,2
410158,Kolkata,8.56,4,13.6,1009.77,0,93.46,0.4518290049776878,0,2
950544,Kolkata,4.65,7,12.27,1014.28,1,88.49,0.4519840215148379,0,2
292847,Delhi,0.19,0,13.28,1005.58,1,97.83,0.452011129001943,0,2
466960,Bengaluru,0.39,0,22.5,1007.15,1,97.83,0.4520144510727432,0,2
923002,Delhi,7.68,1,14.14,1012.8,1,96.5,0.4520178693613451,0,2
375754,Bengaluru,-7.73,6,20.44,1015.49,0,90.85,0.4521065814732917,0,2
692960,Jaipur,3.95,13,12.18,1011.79,1,80.52,0.4521210352171486,1,2
739705,Delhi,4.47,1,13.69,1009.14,0,97.52,0.4521429668687494,0,2
926965,Hyderabad,6.7,3,10.99,1012.81,4,90.87,0.4522014881251732,0,2
810380,Delhi,4.07,2,15.55,1005.26,2,94.21,0.4522410504181403,0,2
122056,Lucknow,-3.53,0,14.82,1010.61,3,95.88,0.452266849217306,0,2
268163,Jaipur,7.86,0,16.4,1007.46,3,95.91,0.4523694921890669,0,2
922405,Kolkata,8.21,11,19.55,1009.32,1,83.24,0.4523863949452558,1,2
309267,Ahmedabad,8.58,7,16.21,1009.73,5,84.58,0.4524147128793294,1,2
782054,Jaipur,5.59,8,15.39,1006.34,0,88.25,0.4524248988989394,0,2
470281,Ahmedabad,-2.23,15,14.95,1001.77,1,77.95,0.4525624336532012,1,2
629208,Lucknow,10.62,2,15.2,1005.78,0,96.29,0.4525750565374244,0,2
611329,Jaipur,-13.62,3,20.91,1005.18,1,93.95,0.4525876166210272,0,2
848344,Hyderabad,4.77,0,15.48,1008.71,0,98.96,0.4526028197976132,0,2
256130,Pune,6.94,0,16.9,1008.27,1,97.98,0.4527247002151319,0,2
593554,Bengaluru,2.31,4,20.15,1012.95,3,90.66,0.4527463357881902,0,2
712879,Pune,2.31,6,17.91,1008.92,3,87.99,0.4527503214546765,1,2
670913,Jaipur,6.44,5,12.89,1012.88,0,92.32,0.4527561371915041,0,2
319684,Delhi,-4.16,5,16.25,1005.77,0,92.34,0.4528083195125941,0,2
422722,Kolkata,9.03,6,11.96,1009.67,4,87.01,0.452837424309549,1,2
379786,Bengaluru,5.79,0,12.8,1014.83,0,99.02,0.4528829447353424,0,2
751924,Delhi,-7.48,1,20.26,1010.63,0,97.69,0.4529003804323275,0,2
336047,Ahmedabad,5.89,14,16.6,1003.26,0,80.36,0.4529062843495692,1,2
694799,Jaipur,-4.25,1,20.82,1007.92,0,97.7,0.4529245888467104,0,2
425236,Lucknow,14.65,0,15.8,1008.86,0,99.03,0.4529280592113399,0,2
560398,Pune,-1.31,0,18.21,1012.73,3,96.04,0.4529845022831062,0,2
900581,Hyderabad,17.84,0,13.03,1006.95,0,99.04,0.4529966003741077,0,2
612340,Kolkata,6.92,2,16.86,1010.79,0,96.38,0.453007400854193,0,2
347085,Pune,1.11,0,23.78,1010.84,1,98.05,0.4530075909267009,0,2
127965,Pune,0.96,0,11.41,1009.8,0,99.05,0.4530253126677043,0,2
930541,Lucknow,7.76,4,17.97,1010.09,0,93.72,0.4530326642151371,0,2
336290,Bengaluru,6.71,10,16.43,1009.63,1,84.73,0.4530849257668555,1,2
999197,Ahmedabad,7.87,8,22.94,1006.8,2,86.4,0.4530947258927564,1,2
848206,Lucknow,22.77,5,14.47,1011.04,2,90.4,0.4531026702807852,0,2
420523,Pune,10.65,0,19.01,1011.95,0,99.07,0.4531155637851502,0,2
604012,Delhi,17.13,0,10.14,1012.61,0,99.07,0.453130957642859,0,2
711046,Chennai,-8.32,10,16.11,1005.81,6,79.75,0.4531548754433662,1,2
639031,Bengaluru,8.23,2,18.57,1008.24,0,96.43,0.4532398817011318,0,2
856027,Hyderabad,4.21,10,15.84,1013.41,0,85.77,0.4532853677192008,0,2
786735,Hyderabad,0.02,0,13.11,1007.89,0,99.12,0.4533653989368861,0,2
693419,Lucknow,-5.02,2,14.15,1009.59,0,96.47,0.4534110232522861,0,2
250038,Lucknow,-4.95,4,18.67,1012.46,0,93.81,0.4534507420149832,0,2
